budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
40000000,Universal Pictures,USA,Robert Zemeckis,Adventure,118500000,Back to the Future Part II,PG,11/22/1989,108,7.8,Michael J. Fox,377402,Robert Zemeckis,1989
70000000,Twentieth Century Fox Film Corporation,USA,James Cameron,Adventure,54461047,The Abyss,PG-13,8/9/1989,145,7.6,Ed Harris,140371,James Cameron,1989
15000000,Universal Pictures,USA,John Hughes,Comedy,66758538,Uncle Buck,PG,8/16/1989,100,7,John Candy,68231,John Hughes,1989
6500000,40 Acres & A Mule Filmworks,USA,Spike Lee,Comedy,27545445,Do the Right Thing,R,7/21/1989,120,7.9,Danny Aiello,65617,Spike Lee,1989
0,Gladden Entertainment,USA,Ted Kotcheff,Adventure,30218387,Weekend at Bernie's,PG-13,7/5/1989,97,6.4,Andrew McCarthy,40910,Robert Klane,1989
18000000,TriStar Pictures,USA,Edward Zwick,Biography,26830000,Glory,R,2/16/1990,122,7.9,Matthew Broderick,107207,Kevin Jarre,1989
16000000,Castle Rock Entertainment,USA,Rob Reiner,Comedy,92823600,When Harry Met Sally...,R,7/21/1989,96,7.6,Billy Crystal,161347,Nora Ephron,1989
0,TriStar Pictures,USA,Herbert Ross,Comedy,83759091,Steel Magnolias,PG,11/22/1989,117,7.2,Shirley MacLaine,37333,Robert Harling,1989
37000000,Columbia Pictures Corporation,USA,Ivan Reitman,Action,112494738,Ghostbusters II,PG,6/16/1989,108,6.5,Bill Murray,152597,Dan Aykroyd,1989
0,Gracie Films,USA,Cameron Crowe,Comedy,20781385,Say Anything...,PG-13,4/14/1989,100,7.4,John Cusack,70820,Cameron Crowe,1989
7500000,TriStar Pictures,USA,Amy Heckerling,Comedy,140088813,Look Who's Talking,PG-13,10/13/1989,93,5.8,John Travolta,67535,Amy Heckerling,1989
25000000,Filmauro,USA,George P. Cosmatos,Adventure,15704614,Leviathan,R,3/17/1989,98,5.8,Peter Weller,14315,David Webb Peoples,1989
18000000,Buena Vista Pictures,USA,Joe Johnston,Adventure,130724172,"Honey, I Shrunk the Kids",PG,6/23/1989,93,6.3,Rick Moranis,116845,Stuart Gordon,1989
11000000,Mirage Enterprises,USA,David S. Ward,Comedy,49797148,Major League,R,4/7/1989,107,7.2,Tom Berenger,52280,David S. Ward,1989
14000000,Ixtlan,USA,Oliver Stone,Biography,70001698,Born on the Fourth of July,R,1/5/1990,145,7.2,Tom Cruise,82727,Ron Kovic,1989
0,Columbia Pictures Corporation,USA,John G. Avildsen,Action,38956288,The Karate Kid Part III,PG,6/30/1989,112,5,Ralph Macchio,38560,Robert Mark Kamen,1989
0,Imagine Entertainment,USA,Joe Dante,Comedy,36602000,The 'Burbs,PG,2/17/1989,101,6.9,Tom Hanks,55800,Dana Olsen,1989
31000000,Imagine Entertainment,USA,Ron Howard,Comedy,100047830,Parenthood,PG-13,8/2/1989,124,7,Steve Martin,37913,Lowell Ganz,1989
28000000,Warner Bros.,USA,Richard Donner,Action,147253986,Lethal Weapon 2,R,7/7/1989,114,7.2,Mel Gibson,137637,Jeffrey Boam,1989
32000000,Danjaq,UK,John Glen,Action,34667015,Licence to Kill,PG-13,7/14/1989,133,6.6,Timothy Dalton,79153,Michael G. Wilson,1989
0,Vision PDG,USA,Zalman King,Drama,11060485,Wild Orchid,R,4/27/1990,105,4.5,Mickey Rourke,9667,Patricia Louisianna Knop,1989
0,Ferndale Films,Ireland,Jim Sheridan,Biography,14743391,My Left Foot,R,3/30/1990,103,7.9,Daniel Day-Lewis,54654,Shane Connaughton,1989
0,Davis Entertainment,USA,Richard Greenberg,Adventure,793775,Little Monsters,PG,8/25/1989,100,6.1,Fred Savage,8801,Terry Rossio,1989
31000000,Universal Pictures,USA,Steven Spielberg,Fantasy,43858790,Always,PG,12/22/1989,122,6.4,Richard Dreyfuss,23834,Jerry Belson,1989
1200000,Outlaw Productions (I),USA,Steven Soderbergh,Drama,24741700,"Sex, Lies, and Videotape",R,9/22/1989,100,7.2,James Spader,40625,Steven Soderbergh,1989
10000000,Norman Twain Productions,USA,John G. Avildsen,Drama,31906454,Lean on Me,PG-13,3/3/1989,108,7.4,Morgan Freeman,15445,Michael Schiffer,1989
0,Allarts,Netherlands,Peter Greenaway,Crime,7724701,"The Cook, the Thief, His Wife & Her Lover",NC-17,4/6/1990,124,7.6,Richard Bohringer,28906,Peter Greenaway,1989
27800000,Paramount Pictures,USA,William Shatner,Action,52210049,Star Trek V: The Final Frontier,PG,6/9/1989,107,5.4,William Shatner,47303,Gene Roddenberry,1989
7500000,"Zanuck Company, The",USA,Bruce Beresford,Drama,106593296,Driving Miss Daisy,PG,1/26/1990,99,7.4,Morgan Freeman,79478,Alfred Uhry,1989
10000000,David Foster Productions,USA,Graeme Clifford,Action,2777280,Gleaming the Cube,PG-13,1/13/1989,100,6.2,Christian Slater,5688,Michael Tolkin,1989
22500000,Columbia Pictures Corporation,USA,Brian De Palma,Crime,18671317,Casualties of War,R,8/18/1989,113,7.1,Michael J. Fox,35439,Daniel Lang,1989
0,Trans World Entertainment (TWE),USA,Dorian Walker,Comedy,27843,Teen Witch,PG-13,4/28/1989,90,6.2,Robyn Lively,6711,Robin Menken,1989
18000000,TriStar Pictures,USA,Arthur Hiller,Comedy,46908987,"See No Evil, Hear No Evil",R,5/12/1989,103,6.8,Richard Pryor,40102,Earl Barret,1989
1500000,Kings Road Entertainment,USA,Mark DiSalle,Action,14697005,Kickboxer,R,9/8/1989,97,6.4,Jean-Claude Van Damme,40427,Mark DiSalle,1989
6000000,New Line Cinema,USA,Stephen Hopkins,Fantasy,22168359,A Nightmare on Elm Street 5: The Dream Child,R,8/11/1989,89,5.1,Robert Englund,32517,Wes Craven,1989
3000000,Magnum Pictures Inc.,USA,Dominique Othenin-Girard,Horror,11642254,Halloween 5,R,10/13/1989,96,5.2,Donald Pleasence,25314,John Carpenter,1989
0,Touchstone Pictures,USA,Roger Spottiswoode,Comedy,71079915,Turner & Hooch,PG,7/28/1989,97,6.1,Tom Hanks,52638,Dennis Shryack,1989
0,Kennedy Miller Productions,Australia,Phillip Noyce,Horror,7825009,Terror a bordo,R,4/7/1989,96,6.8,Nicole Kidman,31343,Terry Hayes,1989
5000000,Paramount Pictures,USA,Rob Hedden,Adventure,14343976,Friday the 13th Part VIII: Jason Takes Manhattan,R,7/28/1989,100,4.6,Jensen Daggett,25441,Rob Hedden,1989
30000000,Eddie Murphy Productions,USA,Eddie Murphy,Comedy,60864870,Harlem Nights,R,11/17/1989,116,5.9,Eddie Murphy,15602,Eddie Murphy,1989
30000000,Paramount Pictures,USA,Ridley Scott,Action,46212055,Black Rain,R,9/22/1989,125,6.6,Michael Douglas,42038,Craig Bolotin,1989
13800000,Goldcrest Films International,Ireland,Don Bluth,Animation,27100027,All Dogs Go to Heaven,G,11/17/1989,84,6.7,Dom DeLuise,29118,Don Bluth,1989
500000,Cannon Entertainment,USA,Albert Pyun,Action,10166459,Cyborg,R,4/7/1989,86,5,Jean-Claude Van Damme,24943,Albert Pyun,1989
8000000,Universal Pictures,USA,Michael Ritchie,Comedy,35150960,Fletch Lives,PG,3/17/1989,95,6.1,Chevy Chase,16426,Gregory McDonald,1989
6000000,Finnegan/Pinchuk Productions,USA,Todd Holland,Adventure,14278900,The Wizard,PG,12/15/1989,96,6,Fred Savage,11308,David Chisholm,1989
0,Twentieth Century Fox Film Corporation,USA,Danny DeVito,Comedy,86888546,The War of the Roses,R,12/8/1989,116,6.8,Michael Douglas,40673,Warren Adler,1989
9000000,Renaissance Films,UK,Kenneth Branagh,Action,10161099,Henry V,PG-13,11/8/1989,137,7.7,Kenneth Branagh,24726,William Shakespeare,1989
18000000,Fries Entertainment,USA,Jeff Kanew,Adventure,8508843,Troop Beverly Hills,PG,3/24/1989,105,5.5,Shelley Long,7942,Ava Ostern Fries,1989
19000000,Universal Pictures,USA,Harold Becker,Crime,58571513,Sea of Love,R,9/15/1989,113,6.8,Al Pacino,32138,Richard Price,1989
5000000,"Movie Group, The",USA,Robert Radler,Action,1700000,Best of the Best,PG-13,11/10/1989,97,6.4,Eric Roberts,10215,Phillip Rhee,1989
0,Brooksfilms,USA,Chris Walas,Horror,20021322,The Fly II,R,2/10/1989,105,4.9,Eric Stoltz,18023,Mick Garris,1989
0,Lightning Pictures,USA,Kathryn Bigelow,Action,8220000,Blue Steel,R,3/16/1990,102,5.6,Jamie Lee Curtis,9921,Kathryn Bigelow,1989
0,Crescent Film Enterprises,USA,Joan Micklin Silver,Comedy,3960327,Loverboy,PG-13,4/28/1989,98,5.9,Patrick Dempsey,5949,Robin Schiff,1989
33000000,Renn Productions,France,Milos Forman,Drama,1132112,Valmont relaciones peligrosas,R,11/17/1989,137,7,Colin Firth,10789,Choderlos de Laclos,1989
2500000,Avenue Pictures,USA,Gus Van Sant,Crime,4729352,Drugstore Cowboy,R,10/20/1989,102,7.4,Matt Dillon,26923,James Fogle,1989
0,"Deseo, El",Spain,Pedro Almodуvar,Comedy,4087361,Tie Me Up! Tie Me Down!,NC-17,4/12/1990,101,7,Victoria Abril,19654,Pedro Almodуvar,1989
0,Lightning Pictures,USA,Marc Rocco,Comedy,5552441,Dream a Little Dream,PG-13,3/3/1989,114,5.9,Corey Feldman,5231,Daniel Jay Franklin,1989
7000000,New World Pictures,USA,Steve Miner,Action,9094451,Warlock,R,1/11/1991,103,6.2,Julian Sands,12449,David Twohy,1989
35000000,TMS Entertainment,Japan,Masami Hata,Family,1368210,Little Nemo: Adventures in Slumberland,G,8/21/1992,85,7.2,Gabriel Damon,5800,Chris Columbus,1989
0,Alliance Communications Corporation,Canada,Jean-Claude Lord,Drama,536508,Eddie and the Cruisers II: Eddie Lives!,PG-13,8/18/1989,99,6.2,Michael Parй,2273,P.F. Kluge,1989
24000000,White Eagle,USA,John Flynn,Crime,22099847,Lock Up,R,8/4/1989,109,6.4,Sylvester Stallone,32079,Richard Smith,1989
3000000,High Bar Productions,USA,Jim Wheat,Horror,76325,After Midnight,R,11/3/1989,90,5.6,Jillian McWhirter,1173,Ken Wheat,1989
0,First Millenium Partnership,USA,Michael Anderson,Drama,5777099,Millennium,PG-13,8/25/1989,108,5.7,Kris Kristofferson,5238,John Varley,1989
5000000,Cinecorp SAC,USA,Jay Levey,Comedy,6157157,UHF,PG-13,7/21/1989,97,7,'Weird Al' Yankovic,22399,'Weird Al' Yankovic,1989
13000000,Gladden Entertainment,USA,Steve Kloves,Drama,16823529,The Fabulous Baker Boys,R,10/13/1989,114,6.8,Jeff Bridges,18751,Steve Kloves,1989
5000000,Palace Pictures,UK,Zelda Barron,Comedy,6957975,Shag,PG,7/21/1989,98,6.3,Phoebe Cates,3203,Lanier Laney,1989
19000000,Jack Rollins & Charles H. Joffe Productions,USA,Woody Allen,Comedy,18254702,Crimes and Misdemeanors,PG-13,11/3/1989,104,8,Martin Landau,46269,Woody Allen,1989
2800000,JVC Entertainment Networks,USA,Jim Jarmusch,Comedy,367879,Mystery Train,R,11/17/1989,110,7.6,Masatoshi Nagase,20241,Jim Jarmusch,1989
0,Orion Pictures,USA,Jim McBride,Biography,13741060,Great Balls of Fire!,PG-13,6/30/1989,108,6.2,Dennis Quaid,13448,Myra Lewis,1989
8000000,Carolco Entertainment,USA,Sean S. Cunningham,Action,8143225,DeepStar Six,R,1/13/1989,105,5.2,Greg Evigan,7701,Lewis Abernathy,1989
5000000,Alive Films,USA,Wes Craven,Comedy,16554699,Shocker,R,10/27/1989,109,5.4,Michael Murphy,12181,Wes Craven,1989
15000000,Touchstone Pictures,USA,Francis Veber,Action,40590000,Three Fugitives,PG-13,1/27/1989,96,6.1,Nick Nolte,9199,Francis Veber,1989
0,Paramount Pictures,UK,Lewis Gilbert,Comedy,6353913,Shirley Valentine,R,8/30/1989,108,7.2,Pauline Collins,5718,Willy Russell,1989
10000000,TriStar Pictures,USA,Phillip Noyce,Action,2692037,Blind Fury,R,3/16/1990,86,6.3,Rutger Hauer,11576,Ryфzф Kasahara,1989
12000000,Lorimar Film Entertainment,USA,John Irvin,Action,15942628,Next of Kin,R,10/20/1989,108,5.7,Patrick Swayze,7644,Michael Jenning,1989
15000000,Touchstone Pictures,USA,Woody Allen,Comedy,10763469,New York Stories,PG,3/10/1989,124,6.4,Woody Allen,14652,Richard Price,1989
10000000,Empire Pictures,USA,Stuart Gordon,Action,1272977,Robot Jox,PG,11/21/1990,85,5.3,Gary Graham,4665,Stuart Gordon,1989
15000000,Universal Pictures,USA,Howard Zieff,Comedy,28890240,The Dream Team,PG-13,4/7/1989,113,6.5,Michael Keaton,10768,Jon Connolly,1989
0,Orion Pictures,USA,Susan Seidelman,Comedy,15351421,She-Devil,PG-13,12/8/1989,99,5.5,Meryl Streep,13531,Fay Weldon,1989
4000000,Lightyear Entertainment,USA,Jim Wynorski,Sci-Fi,192816,The Return of Swamp Thing,PG-13,5/12/1989,84,4.5,Dick Durock,3054,Len Wein,1989
0,TriStar Pictures,USA,Sidney Lumet,Crime,12195695,Family Business,R,12/15/1989,110,5.7,Sean Connery,10221,Vincent Patrick,1989
20000000,Paramount Pictures,USA,Neil Jordan,Comedy,10555348,We're No Angels,PG-13,12/15/1989,106,6,Robert De Niro,18558,David Mamet,1989
16000000,TriStar Pictures,USA,Emile Ardolino,Comedy,16278590,Chances Are,PG,3/10/1989,108,6.4,Cybill Shepherd,9105,Perry Howze,1989
20000000,Carolco Pictures,USA,Walter Hill,Crime,7237794,Johnny Handsome,R,9/29/1989,94,6.1,Mickey Rourke,7483,John Godey,1989
17000000,Gordon Company,USA,Rod Daniel,Action,43247647,K-9,PG-13,4/28/1989,101,6,Jim Belushi,27310,Steven Siegel,1989
0,British Screen Productions,UK,Michael Caton-Jones,Drama,8800000,Scandal,R,4/28/1989,115,6.5,John Hurt,3972,Michael Thomas,1989
0,21st Century Film Corporation,USA,Dwight H. Little,Drama,3953745,The Phantom of the Opera,R,11/3/1989,93,5.5,Robert Englund,3032,Gaston Leroux,1989
0,Paramount Pictures,USA,Roland Joffй,Biography,3563162,Fat Man and Little Boy,PG-13,10/20/1989,127,6.5,Paul Newman,5811,Bruce Robinson,1989
0,Interscope Communications,USA,Peter Yates,Action,20047604,An Innocent Man,R,10/6/1989,113,6.4,Tom Selleck,5088,Larry Brothers,1989
19000000,Malpaso Productions,USA,Buddy Van Horn,Action,12143484,Pink Cadillac,PG-13,5/26/1989,122,5.3,Clint Eastwood,9301,John Eskow,1989
0,Weintraub Entertainment Group,USA,Stan Dragoti,Comedy,12065892,She's Out of Control,PG,4/14/1989,90,5.3,Tony Danza,3316,Seth Winston,1989
0,TriStar Pictures,USA,Paul Flaherty,Comedy,10982364,Who's Harry Crumb?,PG-13,2/3/1989,94,5.8,John Candy,13375,Robert Conte,1989
8000000,New Line Cinema,USA,Thomas J. Wright,Action,16093651,No Holds Barred,PG-13,6/2/1989,93,4.3,Hulk Hogan,4966,Dennis Hackin,1989
0,Beco Films,USA,Blake Edwards,Comedy,19674852,Skin Deep,R,3/3/1989,97,6.1,John Ritter,3318,Blake Edwards,1989
3000000,Sean S. Cunningham Films,USA,James Isaac,Horror,1738897,The Horror Show,R,4/28/1989,95,4.9,Lance Henriksen,2627,Allyn Warner,1989
0,A&M; Films,USA,Carl Schenkel,Action,4557214,The Mighty Quinn,R,2/17/1989,98,6.1,Denzel Washington,3782,Albert Z. Carr,1989
12000000,Warner Bros.,USA,Peter Bonerz,Comedy,11567217,Police Academy 6: City Under Siege,PG,3/10/1989,84,4.2,Bubba Smith,23683,Neal Israel,1989
19000000,Amblin Entertainment,USA,Gary David Goldberg,Drama,19738015,Dad,PG,11/10/1989,117,6.2,Jack Lemmon,3891,William Wharton,1989
0,Allied Filmmakers,USA,Uli Edel,Drama,1730005,Last Exit to Brooklyn,R,5/4/1990,102,6.9,Jennifer Jason Leigh,4841,Hubert Selby Jr.,1989
0,Kings Road Entertainment,Australia,David Webb Peoples,Action,882290,The Blood of Heroes,R,2/23/1990,90,6.5,Rutger Hauer,5155,David Webb Peoples,1989
0,Davros Films,USA,Euzhan Palcy,Drama,3766879,A Dry White Season,R,9/20/1989,97,7,Donald Sutherland,3879,Andrй P. Brink,1989
13000000,Paramount Pictures,USA,Joel Schumacher,Comedy,22030000,Cousins,PG-13,2/10/1989,109,6.3,Ted Danson,3667,Jean-Charles Tacchella,1989
5000000,Allied Vision,USA,Philippe Mora,Biography,1919653,Communion,R,11/10/1989,106,5.7,Christopher Walken,4489,Whitley Strieber,1989
0,KB Erik the Viking,UK,Terry Jones,Comedy,1932642,Erik the Viking,PG-13,9/22/1989,107,6.2,Tim Robbins,11465,Terry Jones,1989
3000000,Great American Films Limited Partnership,Canada,Bob Balaban,Comedy,870532,Parents,R,1/27/1989,81,6.2,Randy Quaid,4968,Christopher Hawthorne,1989
5000000,Aspen Film Society,USA,Christopher Guest,Comedy,117463,The Big Picture,PG-13,12/15/1989,100,6.3,Kevin Bacon,4057,Michael Varhol,1989
18000000,Orion Pictures,USA,Andrew Davis,Action,10647219,The Package,R,8/25/1989,108,6.4,Gene Hackman,6979,John Bishop,1989
0,Beco Films,USA,Nick Castle,Comedy,9114702,Tap,PG-13,2/10/1989,111,6.5,Gregory Hines,1195,Nick Castle,1989
0,Trans World Entertainment (TWE),USA,Tibor Takбcs,Fantasy,151203,"I, Madman",R,4/7/1989,89,6.1,Jenny Wright,2093,David Chaskin,1989
0,Metro-Goldwyn-Mayer (MGM),USA,Pat O'Connor,Action,4611062,The January Man,R,1/13/1989,97,5.6,Kevin Kline,5405,John Patrick Shanley,1989
0,Touchstone Pictures,USA,Ron Shelton,Biography,19131246,Blaze,R,12/13/1989,120,5.9,Paul Newman,3129,Blaze Starr,1989
18000000,Paramount Pictures,USA,Joe Pytka,Comedy,4973285,Let It Ride,PG-13,8/18/1989,90,6.9,Richard Dreyfuss,4382,Jay Cronley,1989
0,Kings Road Entertainment,USA,David Hugh Jones,Drama,2049769,Jacknife,R,3/10/1989,102,6.4,Robert De Niro,4749,Stephen Metcalfe,1989
18000000,Warner Bros.,USA,Norman Jewison,Drama,3531971,In Country,R,9/29/1989,120,5.9,Emily Lloyd,2385,Bobbie Ann Mason,1989
3000000,American Playhouse,USA,Norman Renй,Drama,4609953,Longtime Companion,R,5/1/1990,96,7.5,Stephen Caffrey,4560,Craig Lucas,1989
0,Warner Bros.,USA,Bruce Beresford,Comedy,18699037,Her Alibi,PG,2/3/1989,94,5.7,Tom Selleck,5902,Charlie Peters,1989
0,Entcorp Communications,Canada,Jim Drake,Comedy,3077361,Cannonball Fever,PG,4/21/1989,94,4.3,Peter Boyle,2615,Michael Short,1989
4000000,Incorporated Television Company (ITC),USA,John Dahl,Action,283694,Kill Me Again,R,10/27/1989,94,6.3,Val Kilmer,3576,John Dahl,1989
2300000,Lorimar Film Entertainment,USA,Michael Herz,Action,792966,The Toxic Avenger Part II,R,2/24/1989,102,5.1,Ron Fazio,5067,Lloyd Kaufman,1989
0,Elrina Investment,South Africa,Jamie Uys,Comedy,6291444,The Gods Must Be Crazy II,PG,4/13/1990,98,6.8,N!xau,13810,Jamie Uys,1989
2500000,Larco Productions,USA,Larry Cohen,Comedy,43749,Wicked Stepmother,PG-13,2/3/1989,90,4.1,Bette Davis,1370,Larry Cohen,1989
0,Carolco Pictures,USA,Costa-Gavras,Crime,6263883,Music Box,PG-13,1/19/1990,124,7.4,Jessica Lange,5638,Joe Eszterhas,1989
0,Lightyear Entertainment,USA,Joyce Chopra,Comedy,3473905,The Lemon Sisters,PG-13,8/31/1990,93,4.9,Diane Keaton,618,Jeremy Pikser,1989
0,Cineplex-Odeon Films,USA,John D. Hancock,Drama,18587135,Prancer,G,11/17/1989,103,6.3,Sam Elliott,3478,Greg Taylor,1989
0,Paramount Pictures,Canada,Dave Thomas,Comedy,169203,The Experts,PG-13,1/13/1989,94,4.7,John Travolta,1990,Steven Greene,1989
0,Gary Sherman Productions,USA,Gary Sherman,Drama,4347648,Lisa,PG-13,10/27/1989,95,5.9,Staci Keanan,1103,Gary Sherman,1989
1500000,Incorporated Television Company (ITC),UK,Jeff Burr,Horror,1519796,Stepfather II,R,11/3/1989,93,5.6,Terry O'Quinn,2468,Carolyn Lefcourt,1989
0,Columbia Pictures Corporation,USA,Joseph Ruben,Drama,8742750,True Believer,R,2/17/1989,105,6.7,James Woods,3633,Wesley Strick,1989
0,Golan-Globus Productions,USA,J. Lee Thompson,Action,3416846,Kinjite: Forbidden Subjects,R,2/3/1989,97,5.4,Charles Bronson,2162,Harold Nebenzal,1989
0,London Weekend Television (LWT),UK,Mel Smith,Comedy,510712,The Tall Guy,R,9/21/1990,92,6.2,Jeff Goldblum,3878,Richard Curtis,1989
0,Not specified,USA,Martin Davidson,Drama,1097333,Heart of Dixie,PG,8/25/1989,95,5.2,Ally Sheedy,569,Anne Rivers Siddons,1989
0,Lorimar Film Entertainment,USA,John Frankenheimer,Action,8125592,Dead Bang,R,3/24/1989,102,6.1,Don Johnson,2720,Robert Foster,1989
0,Arenafilm,Australia,Jane Campion,Comedy,938065,Sweetie,R,9/28/1989,97,6.9,Geneviиve Lemon,2603,Gerard Lee,1989
75000,Action Features,USA,Hal Hartley,Comedy,546541,The Unbelievable Truth,R,11/8/1990,90,7.5,Adrienne Shelly,3877,Action Features,1989
0,Hill/Rosenman,USA,Thom Eberhardt,Drama,11604598,Gross Anatomy,PG-13,10/20/1989,100,6.1,Matthew Modine,3204,Mark Spragg,1989
0,Breton Film Productions,USA,Cedric Sundstrom,Action,902152,American Ninja 3: Blood Hunt,R,2/24/1989,89,3.4,David Bradley,4048,Avi Kleinberger,1989
0,HandMade Films,UK,Bruce Robinson,Comedy,418053,How to Get Ahead in Advertising,R,3/29/1990,90,7,Richard E. Grant,4584,Bruce Robinson,1989
0,Vestron Pictures,UK,Ken Russell,Action,444055,The Rainbow,R,5/26/1989,113,6.4,Sammi Davis,1018,Ken Russell,1989
0,Troma Entertainment,USA,Michael Herz,Action,363561,The Toxic Avenger Part III: The Last Temptation of Toxie,R,11/24/1989,102,4.4,Ron Fazio,3562,Lloyd Kaufman,1989
0,Weintraub Entertainment Group,USA,Douglas Day Stewart,Drama,4299023,Listen to Me,PG-13,5/5/1989,107,5.3,Kirk Cameron,882,Douglas Day Stewart,1989
0,Castle Rock Entertainment,USA,Ted Kotcheff,Drama,2023282,Winter People,PG-13,4/14/1989,110,6.3,Kurt Russell,1029,John Ehle,1989
0,Morgan Creek Productions,USA,Paul Mazursky,Comedy,7754571,Enemies: A Love Story,R,12/13/1989,119,6.8,Ron Silver,1705,Isaac Bashevis Singer,1989
0,Bandai Media Department,Japan,Takeshi Kitano,Action,1960,Violent Cop,NOT RATED,7/16/1999,103,7.2,Takeshi Kitano,8597,Hisashi Nozawa,1989
11500000,TriStar Pictures,USA,Richard Baskin,Drama,2260616,Sing,PG-13,3/31/1989,98,6.8,Lorraine Bracco,597,Dean Pitchford,1989
0,Max Films Productions,Canada,Denys Arcand,Drama,1601612,Jesus of Montreal,R,5/25/1990,118,7.5,Lothaire Bluteau,6162,Denys Arcand,1989
34000000,Columbia Pictures Corporation,USA,Luis Puenzo,Adventure,3574256,Old Gringo,R,10/6/1989,100,5.8,Jane Fonda,1556,Carlos Fuentes,1989
20000000,Cine Location Services,USA,John Milius,Action,2420917,Farewell to the King,PG-13,3/3/1989,117,6.3,Nick Nolte,2282,Pierre Schoendoerffer,1989
0,Morgan Creek Productions,USA,Jack Sholder,Action,9015164,Renegades,R,6/2/1989,106,5.3,Kiefer Sutherland,2585,David Rich,1989
16000000,AM/PM Entertainment,USA,Robert Ellis Miller,Adventure,67878,Brenda Starr,PG,4/15/1992,93,4.6,Brooke Shields,856,Noreen Stone,1989
0,A&M; Films,USA,Will Mackenzie,Comedy,3690400,Worth Winning,PG-13,10/27/1989,103,6,Mark Harmon,1378,Dan Lewandowski,1989
0,Not specified,USA,Lee Grant,Comedy,4348025,Staying Together,R,11/10/1989,91,6.3,Sean Astin,639,Monte Merrick,1989
0,Not specified,USA,Hugh Hudson,Drama,1247946,Lost Angels,R,5/5/1989,116,6.1,Donald Sutherland,758,Michael Weller,1989
0,Charlie Mopic,USA,Patrick Sheane Duncan,Drama,154264,84C MoPic,R,4/7/1989,95,7,Jonathan Emerson,1461,Patrick Sheane Duncan,1989
0,North Street Films,USA,Paul Bartel,Comedy,2156471,Scenes from the Class Struggle in Beverly Hills,R,1989-07,103,6.2,Jacqueline Bisset,872,Paul Bartel,1989
